Gene  log2(fold_change)   q_value
Samd12   0.27153522  0.6049616458783761
2510002D24Rik   -0.16416052  0.60496000867545
Ppwd1   0.13016166  0.6049494214945722
Abcc10   -0.09281352  0.6047344277422046
Gm29585   -0.1641754  0.6045224258714733
Tom1l2   -0.09617272  0.6045178437230436
Snrnp35   -0.14306842  0.6041997630253838
Tbkbp1   0.10805776  0.6040776190006322
Grik2   0.09022492  0.6039591971644668
Os9   -0.092300415  0.6039586519766569
Tti1   -0.085197  0.6038998824737378
Gpat3   -0.25214276  0.6038134245297226
Gas2   0.10594178  0.6037854063458103
Efcab7   0.10938058  0.6037327517272277
Pitpnm1   0.08465446  0.6035842871741751
Kctd5   -0.09915317  0.6035416703647366
Mcrip2   0.14768475  0.6032171446293298
Rnf121   -0.088074826  0.6031440373492668
Gm13357   -0.29708692  0.6030310638826049
Mmp19   -0.105036035  0.6028669101456717
Vapa   0.09615341  0.602653670349526
Efna1   -0.14424638  0.602646809967075
Uggt1   0.08880541  0.6025353081275602
Arhgap8   -0.24968408  0.6025170160441448
Kat2b-ps   0.18777725  0.6024819571528253
Selenop   0.0957008  0.6024576779577588
Fam126a   0.104361184  0.6023446731388213
Pnn   -0.08577654  0.6023423870459462
Eci2   -0.11341309  0.6023375971540116
Ireb2   0.08599422  0.602079847716602
Ints12   -0.13077791  0.602043280542754
BC051226   -0.16047406  0.6019671032249924
Exosc10   -0.0824267  0.601866993288965
Otud5   -0.09184935  0.6015458386264104
Gm14005   0.23094286  0.6014104232165933
Fhdc1   0.2334956  0.6013259202411302
Pros1   -0.08305756  0.6009592796186574
Rbm28   0.08926084  0.6008476396761615
Dhx33   -0.085433714  0.5994320787432752
Wdfy2   -0.1189419  0.5993403623556796
Gm12250   0.35320032  0.5992994454501489
Laptm4a   0.09245091  0.5992589643238173
Zfp341   -0.13343059  0.5991725811263807
Gm11273   -0.13210247  0.5991509864929176
Gm15713   0.14322811  0.5987773321162607
Cald1   0.09687367  0.5986463040665255
Map7   -0.14099623  0.5985921840794642
Cd2ap   -0.08395811  0.598460638086897
Mcm10   -0.21728466  0.5982756570902935
Sgta   -0.090539396  0.5979880611717396
4933439C10Rik   -0.108700536  0.5978088027376055
Tfb1m   0.14280015  0.597796773848114
Odf3l1   -0.15212435  0.5977824694111158
D930048N14Rik   0.13355203  0.5977637222391072
Rdh5   -0.08726473  0.5974211335175216
Gin1   -0.13710545  0.5968896057775733
Gm26601   0.10306325  0.5967373905037434
Gm29054   0.24317113  0.5966806675510777
Blnk   0.19046833  0.5966594513955806
Gm12364   0.18245645  0.5965647419055053
Bmp2k   -0.0918542  0.596517444638548
Cttnbp2   0.102194086  0.5964253458538243
Rufy1   0.08449187  0.596385738409048
Gm12103   -0.23470199  0.596218235743546
Ccdc88c   0.11709572  0.5961797184265452
Gm16074   0.22209638  0.5961421762896845
Nop9   0.09892238  0.5959760124593384
Sumo2   0.08604688  0.5959186836900805
Gm16167   -0.20440872  0.595683129396647
1500009L16Rik   -0.17295672  0.5955714281382481
Gm14439   -0.22773008  0.5955210423027554
44257   0.082945794  0.5955146631612938
Gm5451   0.19100046  0.5954582257501515
Gm26464   0.22843316  0.5953162813615192
Tomm40   -0.086684555  0.5952553152430963
Prune2   -0.11419144  0.5951176146758961
Mir99ahg   0.09788099  0.5949905232875067
Nefl   -0.14551759  0.5947619939548804
Snrnp48   -0.10652232  0.5946882058023613
Zfp870   -0.0971545  0.5945491790852965
Vcam1   -0.12885776  0.5945475588412327
Ces1d   -0.24726824  0.5944833992865514
Arhgef40   0.1015868  0.5940715368211934
Prpf18   -0.08479956  0.5939839812196869
Baiap3   0.19118921  0.5938801335893275
Gm10874   -0.2028122  0.593825947111841
Lrrc56   -0.10478666  0.5937612941806797
Gm11653   -0.22950535  0.5936853134408973
Serpinc1   0.20180729  0.5935124355995965
Brpf3   -0.08515665  0.5933413138138759
Rpl36a-ps3   0.2363849  0.5932467022957646
Gm14540   -0.15934518  0.5932254509966164
Meis2   -0.120922506  0.5932242643891643
Fbxo10   -0.08732285  0.5925481271750622
Sec16a   -0.09063741  0.5923545363459202
Cenpq   -0.17872943  0.5923167064355516
Gm17249   -0.21043402  0.5918517633255981
Bcas3   -0.094446145  0.5917237937554669
Mex3a   0.19882768  0.5916798483877378
Brca2   -0.1120838  0.5915087168183221
Map6   0.089027226  0.5914154629796907
Alkbh4   -0.13668354  0.591276244505465
Gm22701   -0.4240559  0.5910331700800037
Fam213a   0.08620436  0.5910222987779752
Calcrl   -0.10186225  0.5908683910441737
Eif5b   -0.08203556  0.5906355295520203
Ankhd1   -0.09146262  0.5906295042811734
Irgm2   0.103568606  0.5904699554071581
Zfp974   -0.10216103  0.5904584447736724
Rps3   -0.09181545  0.5903971286785332
Nln   0.0938744  0.5903833599670693
Tpgs2   0.120895565  0.590318929219425
Klk10   0.24662004  0.5902993534205327
Mllt10   -0.08392292  0.5902707433268467
4931406P16Rik   0.092293404  0.5901394270444016
Runx1   0.09377125  0.5900645812525067
Gm15898   0.21198191  0.5900517849034448
9330160F10Rik   -0.19123757  0.5897938497263174
Gm7805   -0.19779971  0.5897850344433689
Pcbd2   -0.17256258  0.5896323918668442
4930451G09Rik   0.25195995  0.5895184625944431
Gm17068   0.16112898  0.589471067541027
Gm13919   -0.14742823  0.5892255304978979
Fkbp1b   -0.16321072  0.5891522571619998
Gm13883   0.20468263  0.589011419830657
9430041J12Rik   -0.19202851  0.5889382695930875
Egln3   -0.14286177  0.5887151997810314
Gm16240   0.21040997  0.5886592521836198
Ncor2   -0.102505706  0.588608247024947
Tbc1d10c   0.20544878  0.5882958300920278
Map1a   -0.10240175  0.5877989554554003
Slc16a7   0.15465948  0.5877611902014249
Gm28529   0.13822539  0.5877247137533516
Trmt10a   -0.14207976  0.5875128548115673
Dlst   0.084394455  0.5874038856171366
1700123M08Rik   -0.21262449  0.5873312818302864
Ube2d3   0.08728173  0.5873129440414596
4930443O20Rik   -0.16900283  0.5873032927087231
Gm15401   0.16805892  0.5871614288652843
Dyrk1b   -0.0925133  0.5870773708982604
Gm13511   0.25408116  0.5869797052728003
Olfml2a   0.10745206  0.5868952338079184
Zfp808   -0.14123338  0.5861613399399174
Vwf   0.11105092  0.5861280280022708
Polm   0.103661485  0.5859817256859456
Pkn1   -0.08955845  0.5856204528065315
Chmp7   -0.082933486  0.58542145512689
Slc25a17   -0.10823653  0.5852562068940226
4930599N23Rik   0.15126434  0.5848272668865653
Gm5939   0.19459105  0.5847873673798324
Gm18301   0.21364544  0.5842536372777086
Snhg5   -0.13643152  0.5841174432422623
Gm14210   -0.21992995  0.5837423106990484
Atp9b   0.09113728  0.5837305566824069
Nod2   -0.1647845  0.5836230672664314
Zfp566   0.14506471  0.583617190941594
H3f3b   0.09490377  0.583522960776333
Dazap2   0.09033861  0.583498923890288
Mpc1-ps   0.16176663  0.5833922070933314
Qprt   0.15583539  0.5833836616961761
Zbtb11os1   0.15063018  0.5833592009005014
Gm10169   -0.20264764  0.5833036589574548
Hcfc1   -0.09333997  0.5832675583486857
1700102P08Rik   -0.24976437  0.5831618273775188
Mta3   -0.08099339  0.5830781049233853
Gm14305   -0.14263622  0.5830366734444251
Gm14305   -0.1426362  0.583021937919862
Ctu1   -0.11812045  0.5826655752029043
Il13ra1   -0.138378  0.5825274627516125
Lemd2   -0.08042768  0.5824995010378137
Arfgef2   -0.08881639  0.582452757628706
Fus   -0.08913085  0.5821952811665594
Trip11   0.08994978  0.581486896192751
Gtf3c3   0.08836161  0.5814713305832803
E030024N20Rik   -0.16496092  0.5811447218967005
Gm13404   -0.24044307  0.5810013846002984
Crybb3   -0.22706172  0.5808055412730552
Capzb   0.08998363  0.5806262472022281
Pcna-ps2   0.20255274  0.580294270511249
Steap2   -0.1133045  0.5802312318877191
Cstf2t   0.08046004  0.5801062312354022
Zfat   -0.09449663  0.5792481520720721
Acot13   -0.10718471  0.5792094318931206
Ihh   -0.16380593  0.5791915615469491
Anxa11os   -0.18106309  0.5791802863737953
Gm26711   -0.12486855  0.5790023469385701
4930517O19Rik   0.20220415  0.5789958596076096
Mir615   0.17494181  0.5787566022103842
Ndufa1   0.12974818  0.5786249818831676
Cog8   -0.08300013  0.5784822178684924
Pkig   -0.08024893  0.5784690374086515
Rras   0.08662227  0.5784231197441179
Fars2   0.09582082  0.578325339150937
Clint1   -0.080642685  0.5782910119275803
Capza2   0.0807843  0.5780135679362006
Zdhhc8   0.09397216  0.5779724519942853
Tmem181b-ps   -0.0810579  0.577721118416581
Pitpnc1   0.09349076  0.5777126213437694
Gm16580   0.11635852  0.5775243234968019
Map3k15   -0.16732158  0.5774437262873651
B130024G19Rik   0.09273856  0.57742673692727
Sdc2   0.087483265  0.5773647282122649
Maip1   0.12371147  0.5771141842066688
Pex11b   0.09227346  0.5770114368505449
Vps37b   -0.0911904  0.5769799142098833
B3galt5   -0.24876821  0.5769333219581451
Gtf2a1   -0.080718294  0.5769126267795001
Ppme1   -0.08415473  0.5768592458086785
Gm29453   0.17117916  0.5768132958833709
Stox1   0.17901653  0.5767636341350465
Rpl34   -0.085479505  0.5766985894645615
Parp10   -0.08907444  0.5766177404865886
Rpl34   -0.08547946  0.576563632617127
Bambi   0.14325142  0.5765422024664743
Cend1   0.15627837  0.5764176620670627
Armc6   -0.12016522  0.5763349265947014
Synpo   0.09756506  0.57628115220815
Ammecr1   0.10592783  0.5761472061021147
Zfp558   0.22599366  0.5761019251344982
Zfp160   0.0938844  0.5760877156048027
4930505M18Rik   0.1554648  0.5756030158653118
Myo18a   -0.09229704  0.5755701597755122
Tmem160   0.083136775  0.5753423165963367
Asic4   -0.2858186  0.5753173099950165
B230369F24Rik   0.17864722  0.5753042771413643
Gm9970   -0.22926554  0.5751050969367602
Btbd3   -0.08939236  0.5750876175890064
Ubc   0.09143436  0.5748479165119419
Gm10309   0.16484633  0.5747334353004765
Rcor1   0.082876064  0.5746939364989634
Bcl2l2   0.08969565  0.5746040375367594
Bcas1   -0.09051418  0.5744123012636447
Tbcc   -0.094223455  0.5741852509066581
Cpsf7   -0.084324986  0.5741610140770587
Slc22a3   0.16610508  0.5740414260945559
Zkscan7   0.13789068  0.5740369815071321
Gm10532   0.23019956  0.5737614556599749
Wdr11   0.07934218  0.5734292115223207
Wbp4   -0.08078621  0.5733909275050366
Gm17383   -0.1783972  0.5733539139647391
Smim19   0.105471686  0.5732962813222713
Gm5620   -0.14171027  0.5732525038833798
Usf2   0.08056666  0.5731145223228897
Gpsm3   0.15917626  0.5730730787063953
Ppig   -0.07784801  0.5727351447501877
Hnrnpr   0.08742039  0.572711999871649
Mdm4-ps   0.17426722  0.5725741985340393
Tmem158   0.17026275  0.5724768824965385
Trim15   0.20846912  0.5724443402669174
Sirt5   0.122003585  0.5721286933354578
H2-T24   -0.10916263  0.5720134668892239
Fancl   -0.16363029  0.5718704820433675
Nifk   0.11140947  0.5718459844758058
Dlec1   -0.11940262  0.5716231052993102
Rpl41   -0.0933302  0.5715432989710694
Gm12183   0.09325589  0.5715164871631475
Uri1   -0.079926245  0.5715092037646885
Baz1b   -0.09028943  0.5714935815816949
Hacd2   -0.08932699  0.5714077694828014
Idua   -0.08645277  0.5713559480299643
Smpd2   0.08660101  0.5713247086959252
Morc3   0.09074381  0.5712884047499989
Ggn   -0.14625917  0.5711307511585103
Gm7027   -0.18178442  0.5710531997773842
Rnf141   -0.0889403  0.5710445481594683
Gm6451   -0.20199534  0.5708788102733969
Yy1   -0.08249826  0.5708268052557977
Cops6   0.08316756  0.5703421177742884
Dazap1   -0.080564566  0.5702952011926473
Agpat2   -0.09593344  0.5699592584407941
Dnah3   -0.14709058  0.5699562020590347
Recql5   -0.08067851  0.5698800063194147
Akap12   -0.09993038  0.5697029763942565
Ssr3   0.091854334  0.5696536664957584
Has2os   0.13434373  0.5696397590152722
Il15   0.16191515  0.569593612852033
Dennd4b   -0.085487895  0.5693159379832899
Adgrb1   -0.12743819  0.5693057215244378
9330175E14Rik   0.38356522  0.5691782878705961
Gm17907   -0.14485052  0.5690682446003128
Tmed5   -0.09228958  0.5688002951296629
1700047K16Rik   -0.16122042  0.5686883987849303
Map7d1   0.08870971  0.5686595582947325
Gm28151   0.16356146  0.5686049320547677
Gemin5   -0.08599079  0.5685324174366994
Lrrc75a   -0.082841784  0.5684058188864783
Tlk2   -0.08160797  0.5683895085180557
Lgmn   0.0859478  0.5682786050672874
Rdh10   0.08577852  0.5678957985756049
Pak7   0.22796826  0.5678059828292876
Rnf217   -0.08208124  0.5677397304816431
Il15ra   -0.13104218  0.5676519265940406
Med14   0.081917934  0.5676430940548821
Wsb1   -0.09000036  0.5676213284878086
Plpp3   -0.08929904  0.5675079869596984
Dpy30   -0.13875185  0.5672488637313833
Ipo7   0.07828216  0.5672461309435844
Rmnd1   -0.08466774  0.5671658323589299
Foxp1   -0.09523787  0.5671232683156715
Psma6   0.08041295  0.5664216956316296
Pcdhgc4   -0.09125767  0.5661853225119385
Hectd2   -0.1620478  0.5661788128034433
Plekhj1   0.083457045  0.5661648485717202
Nsun7   0.20854191  0.566145214981755
Zfp85   0.15149498  0.5660811722608287
mt-Rnr2   -0.23575757  0.5660798074605911
Fh1   0.0895399  0.5660644798320048
Slc22a17   0.0878597  0.5658106632661197
Nubp2   -0.10201271  0.565686507659209
Acox1   -0.09237977  0.5655558618104839
Rps11   -0.089989856  0.5653904015675429
Nabp1   0.10097359  0.5652879075910725
Gm15347   -0.19962683  0.5652481507289305
Psd   -0.09181534  0.5652288498143498
Vhl   0.087911345  0.5649819568467553
Gm12961   -0.16928773  0.5647923710021263
Glyr1   -0.08132727  0.5647196081047133
Ube4bos3   -0.24027719  0.564693607661656
Isoc2b   0.15514942  0.5646267225314954
Tinf2   -0.09404206  0.5643506328402136
Btbd9   -0.07914095  0.5640505215641617
Stx4a   -0.07797208  0.5640196143801615
Prkag1   -0.086462826  0.5639871366737468
Mzf1   0.124262474  0.5639735173043213
Ahnak   -0.09587801  0.5638829008383465
Pard3b   -0.0878623  0.5637565752840273
Sall2   0.080790184  0.5633716216868113
4930473A02Rik   0.15285514  0.5632792799956867
Hnrnpll   -0.07902492  0.5631025772660595
Stmn1   -0.09137397  0.5629947704398781
Trpm3   0.10035689  0.5629872348633223
Dcaf17   0.080243304  0.5629789667266017
Pmm1   0.08152118  0.5622250744317869
Il12rb1   -0.29527438  0.5620052700567949
Adnp   0.082415685  0.5617066979318461
Zfp971   -0.09719311  0.561647851268934
Sesn3   0.09328106  0.5613874205849236
Kifap3   0.07715626  0.561210424958782
Oas1a   0.2160655  0.5610783777897536
Rrp36   0.108784385  0.5609829051762196
Gm16163   0.22339632  0.5609767425963965
Rpa3   0.16973165  0.5607885410765054
Prps1l3   -0.12263224  0.5607180529545863
Gm8145   0.16730917  0.5605582982706151
Ptms   0.09229705  0.5603562921244523
Cldn34c1   -0.15681629  0.5602628715574656
Hax1   0.10169735  0.56009974572807
Trmt10c   -0.11906381  0.5595984282333124
Adhfe1   -0.13646552  0.559284306945915
Atxn3   -0.08129323  0.5592645994376613
Mgat3   0.088190846  0.5591968252574501
Spi1   0.13588515  0.5590784921238939
D130017N08Rik   0.10123502  0.5589229600877859
Gm16982   0.12302582  0.5588927321377702
Fbxl14   -0.07757246  0.5588829343086772
Rpl12   -0.09021367  0.5588044509081106
Eepd1   -0.12084941  0.5587342067136237
Glipr2   0.101252146  0.5586670937247132
Zbtb22   0.08128164  0.5585528869427904
Harbi1   0.13393445  0.5579544524482717
Ssu72   0.08345993  0.5579185265250224
Nron   -0.081314914  0.5578055505112718
Eed   0.09651991  0.5574790851280167
Lsm14b   0.08386531  0.5571239044319592
Snrpd3   0.1034258  0.5569345540384915
Nfkbie   -0.11471256  0.5568804605107689
Gtf2h3   -0.10539271  0.5564758921064107
Nmral1   -0.15137345  0.556424110846661
Phpt1   -0.2279786  0.5562999715172594
Ubxn11   0.1293484  0.5561758475965182
Scarna3a   -0.17209907  0.5561035010615737
Usp7   -0.08682959  0.5556950907975041
Ddx54   0.08088477  0.5554272725453882
Anxa7   -0.08881233  0.5552711648956041
4921522P10Rik   -0.21875568  0.554831016479883
Crocc   -0.09001231  0.5548308088594447
Trp53rka   -0.11560067  0.5547028190635755
Ints5   0.0899881  0.5545265874187661
Ppif   0.10488275  0.5543514244300917
Gm17105   0.21489537  0.5542698720377185
Crip3   -0.2448307  0.5542137437843335
Polr2h   -0.12782764  0.554193305997604
Rbm47   -0.15260975  0.5541461035688383
Camk2d   0.10121325  0.554131580192842
Cltb   -0.08560057  0.5539907143907284
Parl   -0.08765717  0.5538542241924004
Myo15   0.20237303  0.553852772269157
Idh3b   -0.08129642  0.5537179600105778
Zfp759   -0.140016  0.5537060351857106
Etl4   0.10233665  0.5534046435722038
Fundc1   -0.08465873  0.5530837566945113
Abtb2   -0.08724446  0.5530346377525689
2810025M15Rik   0.13944939  0.5529487372167361
Cdc40   -0.083781675  0.5528691640521223
Epb41l5   -0.08926547  0.5525206916040751
Gm12655   0.21240048  0.5523832627669082
Hid1   0.089347176  0.5522201746754203
Gm15467   0.23878466  0.5521411771181431
Papln   -0.11883637  0.5520545251139352
Trappc9   -0.07778676  0.5520068024256025
Gorasp1   0.07910979  0.5519650857588824
Tnfaip8   0.11558166  0.5514476539352782
Nav1   0.14107227  0.5514326524064151
Snai1   -0.13158374  0.5513514411398125
Cgas   -0.18649569  0.55121024234735
Flt1   0.10085334  0.5510931607407159
Gm7324   -0.24258076  0.5510014288123715
Bicdl1   -0.12897438  0.5504898699807909
Ypel4   0.11097121  0.5504039810512474
Gfer   0.097532645  0.5503178928124031
Ggcx   0.081199  0.5502888539136593
Ssr1   -0.08593752  0.5501012064869164
Ppm1a   -0.08685684  0.5499451015677707
Slc44a3   0.15553705  0.5495969235315603
Commd7   0.09153065  0.54952319268567
Map1s   -0.081822105  0.5493747148465407
Vav3   0.12682378  0.5493259842275344
Fem1a   -0.08733546  0.5492653839951186
Gm26682   -0.20401676  0.5492410210525158
Btbd10   0.08828327  0.5491788775902874
Shank2   -0.19701599  0.5491650455178401
Dnajb9   -0.100966476  0.5486118162822676
Gm26543   0.29894584  0.5483756957751259
1700007L15Rik   0.20218788  0.5479075395174681
Kif24   -0.11832551  0.5477663107319617
Tnfaip2   -0.15353079  0.5476859120119897
Acbd3   0.08390501  0.5476581862600776
Mettl13   -0.08818714  0.5475957288323695
Ube2l3   -0.07745193  0.5475485276219486
Fam92a   0.08853236  0.5469973247236048
Bcas3os2   0.21612227  0.5466969182973032
Mysm1   -0.07778893  0.5466019851530234
Pex7   0.08301556  0.5465155029316037
Lgals2   -0.15897654  0.5460435859213639
Exoc5   0.0790648  0.545976804752579
Kctd2   0.07705494  0.5458205192642533
Rps10   -0.087037414  0.54566384674545
Gabpb1   -0.094572656  0.5456018223206641
Scoc   0.10640354  0.5454058997817411
Cdk5r1   -0.13570347  0.545379882510282
Babam2   0.07975344  0.5453136597826588
